GPS1.UTCGregorian         GPS1.EarthFixedCS.X       GPS1.EarthFixedCS.Y       GPS1.EarthFixedCS.Z       GPS2.UTCGregorian         GPS2.EarthFixedCS.X       GPS2.EarthFixedCS.Y       GPS2.EarthFixedCS.Z       GPS3.UTCGregorian         GPS3.EarthFixedCS.X       GPS3.EarthFixedCS.Y       GPS3.EarthFixedCS.Z       GPS4.UTCGregorian         GPS4.EarthFixedCS.X       GPS4.EarthFixedCS.Y       GPS4.EarthFixedCS.Z       GPS5.UTCGregorian         GPS5.EarthFixedCS.X       GPS5.EarthFixedCS.Y       GPS5.EarthFixedCS.Z       GPS6.UTCGregorian         GPS6.EarthFixedCS.X       GPS6.EarthFixedCS.Y       GPS6.EarthFixedCS.Z       GPS7.UTCGregorian         GPS7.EarthFixedCS.X       GPS7.EarthFixedCS.Y       GPS7.EarthFixedCS.Z       GPS8.UTCGregorian         GPS8.EarthFixedCS.X       GPS8.EarthFixedCS.Y       GPS8.EarthFixedCS.Z       GPS9.UTCGregorian         GPS9.EarthFixedCS.X       GPS9.EarthFixedCS.Y       GPS9.EarthFixedCS.Z       GPS10.UTCGregorian        GPS10.EarthFixedCS.X      GPS10.EarthFixedCS.Y      GPS10.EarthFixedCS.Z      GPS11.UTCGregorian        GPS11.EarthFixedCS.X      GPS11.EarthFixedCS.Y      GPS11.EarthFixedCS.Z      GPS12.UTCGregorian        GPS12.EarthFixedCS.X      GPS12.EarthFixedCS.Y      GPS12.EarthFixedCS.Z      GPS13.UTCGregorian        GPS13.EarthFixedCS.X      GPS13.EarthFixedCS.Y      GPS13.EarthFixedCS.Z      GPS14.UTCGregorian        GPS14.EarthFixedCS.X      GPS14.EarthFixedCS.Y      GPS14.EarthFixedCS.Z      GPS15.UTCGregorian        GPS15.EarthFixedCS.X      GPS15.EarthFixedCS.Y      GPS15.EarthFixedCS.Z      GPS16.UTCGregorian        GPS16.EarthFixedCS.X      GPS16.EarthFixedCS.Y      GPS16.EarthFixedCS.Z      GPS17.UTCGregorian        GPS17.EarthFixedCS.X      GPS17.EarthFixedCS.Y      GPS17.EarthFixedCS.Z      GPS18.UTCGregorian        GPS18.EarthFixedCS.X      GPS18.EarthFixedCS.Y      GPS18.EarthFixedCS.Z      GPS19.UTCGregorian        GPS19.EarthFixedCS.X      GPS19.EarthFixedCS.Y      GPS19.EarthFixedCS.Z      GPS20.UTCGregorian        GPS20.EarthFixedCS.X      GPS20.EarthFixedCS.Y      GPS20.EarthFixedCS.Z      GPS21.UTCGregorian        GPS21.EarthFixedCS.X      GPS21.EarthFixedCS.Y      GPS21.EarthFixedCS.Z      GPS22.UTCGregorian        GPS22.EarthFixedCS.X      GPS22.EarthFixedCS.Y      GPS22.EarthFixedCS.Z      GPS23.UTCGregorian        GPS23.EarthFixedCS.X      GPS23.EarthFixedCS.Y      GPS23.EarthFixedCS.Z      GPS24.UTCGregorian        GPS24.EarthFixedCS.X      GPS24.EarthFixedCS.Y      GPS24.EarthFixedCS.Z      
01 Jan 2026 05:57:00.000   26120.38990222205         -4788.924691909681        301.5775500745839         01 Jan 2026 05:57:00.000   3005.440472121757         14938.86023701554         -21757.04787291279        01 Jan 2026 05:57:00.000   -26120.39512399118        4788.955665344737         -301.6048912589638        01 Jan 2026 05:57:00.000   -3005.525881044852        -14938.86847633828        21757.0705859567          01 Jan 2026 05:57:00.000   17207.80086468988         20225.44758888969         334.1937572117745         01 Jan 2026 05:57:00.000   -11454.54929688143        10123.92025091394         -21722.9268064839         01 Jan 2026 05:57:00.000   -17207.77964675648        -20225.4515458373         -334.1607091563563        01 Jan 2026 05:57:00.000   11454.5454893957          -10123.91605325559        21722.9289886882          01 Jan 2026 05:57:00.000   -8911.814557350288        25013.8875851371          401.078642636848          01 Jan 2026 05:57:00.000   -14514.55409957001        -4806.013569675571        -21721.49310920007        01 Jan 2026 05:57:00.000   8911.795131588595         -25013.90475703657        -401.0869764773475        01 Jan 2026 05:57:00.000   14514.56106125419         4806.00984723964          21721.49596463764         01 Jan 2026 05:57:00.000   -26118.34433965044        4788.29179854709          436.0009491211866         01 Jan 2026 05:57:00.000   -3114.375684160998        -14921.32622416225        -21753.87154475184        01 Jan 2026 05:57:00.000   26118.33325444549         -4788.246151668412        -435.9444463169491        01 Jan 2026 05:57:00.000   3114.339220272901         14921.3225462936          21753.8663757518          01 Jan 2026 05:57:00.000   -17205.47536556754        -20225.91532566861        403.4876064021489         01 Jan 2026 05:57:00.000   11345.29574668102         -10106.7797879961         -21788.26249268111        01 Jan 2026 05:57:00.000   17205.49809601319         20225.90943165061         -403.5224851939403        01 Jan 2026 05:57:00.000   -11345.3236982298         10106.75296888613         21788.25343773997         01 Jan 2026 05:57:00.000   8913.791309945444         -25014.258799943          336.0442125233896         01 Jan 2026 05:57:00.000   14405.85561812651         4823.027927547899         -21790.02525108929        01 Jan 2026 05:57:00.000   -8913.801512836479        25014.24762816369         -336.0207115273784        01 Jan 2026 05:57:00.000   -14405.83721999404        -4823.034645917541        21790.0185776677          
01 Jan 2026 05:58:00.000   26124.93124457212         -4772.332016112809        111.1622784944294         01 Jan 2026 05:58:00.000   2842.269399074114         14967.97880017227         -21758.96201864117        01 Jan 2026 05:58:00.000   -26124.9365816528         4772.363199524614         -111.1896326991844        01 Jan 2026 05:58:00.000   -2842.35515109716         -14967.98708335682        21758.98534920994         01 Jan 2026 05:58:00.000   17195.52657312894         20238.1284171545          144.0763018983196         01 Jan 2026 05:58:00.000   -11561.12748958976        9997.263109164671         -21725.12766969625        01 Jan 2026 05:58:00.000   -17195.50509742974        -20238.13231029595        -144.0432019667623        01 Jan 2026 05:58:00.000   11561.12372949507         -9997.258864672875        21725.12980258766         01 Jan 2026 05:58:00.000   -8929.107430623711        25010.04560359283         210.9702422626523         01 Jan 2026 05:58:00.000   -14457.9315957044         -4961.549009270047        -21724.28562542095        01 Jan 2026 05:58:00.000   8929.087932559052         -25010.0628650172         -210.9786491781134        01 Jan 2026 05:58:00.000   14457.93852627116         4961.545258473179         21724.28854822747         01 Jan 2026 05:58:00.000   -26123.83794492909        4771.846456284017         245.6068398289029         01 Jan 2026 05:58:00.000   -2951.140451482039        -14949.96553679863        -21756.96490715052        01 Jan 2026 05:58:00.000   26123.8265628451          -4771.800535297171        -245.5502501364315        01 Jan 2026 05:58:00.000   2951.103878776163         14949.96175988434         21756.95954075933         01 Jan 2026 05:58:00.000   -17194.15231122075        -20238.44554608582        212.7950163648793         01 Jan 2026 05:58:00.000   11451.93723349379         -9979.644088120733        -21791.07527007171        01 Jan 2026 05:58:00.000   17194.17526449798         20238.43973782983         -212.8299476132001        01 Jan 2026 05:58:00.000   -11451.96525800174        9979.617287047449         21791.06601962024         01 Jan 2026 05:58:00.000   8930.129360556952         -25010.26768925524        145.3397249890655         01 Jan 2026 05:58:00.000   14349.29765135191         4979.04122619873          -21792.25108290073        01 Jan 2026 05:58:00.000   -8930.139590044419        25010.25632878462         -145.3161668336637        01 Jan 2026 05:58:00.000   -14349.27922742771        -4979.048065184345        21792.24422644819         
01 Jan 2026 05:59:00.000   26128.11733955102         -4755.498869774262        -79.26151087014249        01 Jan 2026 05:59:00.000   2679.192455958847         14997.66556448871         -21759.21025801168        01 Jan 2026 05:59:00.000   -26128.12279143703        4755.530263187152         79.23414583629099         01 Jan 2026 05:59:00.000   -2679.278546867274        -14997.6738924438         21759.23421101778         01 Jan 2026 05:59:00.000   17182.3703251757          20249.75732849083         -46.05219651954126        01 Jan 2026 05:59:00.000   -11668.14878897711        9870.966664268924         -21725.66526722376        01 Jan 2026 05:59:00.000   -17182.34859007263        -20249.76115781249        46.08534538148281         01 Jan 2026 05:59:00.000   11668.14507647204         -9870.962372535716        21725.66734990711         01 Jan 2026 05:59:00.000   -8945.926344728872        25004.91537042303         20.84567175871199         01 Jan 2026 05:59:00.000   -14401.84112276918        -5117.292799478971        -21725.41496787174        01 Jan 2026 05:59:00.000   8945.906774780686         -25004.93272220581        -20.85415143203772        01 Jan 2026 05:59:00.000   14401.84802148267         5117.289020404954         21725.41795790898         01 Jan 2026 05:59:00.000   -26127.97498821385        4755.168987597081         55.19390856849205         01 Jan 2026 05:59:00.000   -2787.988914442351        -14979.17469885556        -21758.39253663039        01 Jan 2026 05:59:00.000   26127.96330864104         -4755.122791358428        -55.13723621336693        01 Jan 2026 05:59:00.000   2787.952234150021         14979.17082212698         21758.38697171148         01 Jan 2026 05:59:00.000   -17181.94600437252        -20249.91548095426        22.08612097518011         01 Jan 2026 05:59:00.000   11559.03228613568         -9852.870699974206        -21792.21975586244        01 Jan 2026 05:59:00.000   17181.96918214427         20249.90975880088         -22.12110247231949        01 Jan 2026 05:59:00.000   -11559.06038136072        9852.84391881292          21792.21030969659         01 Jan 2026 05:59:00.000   8945.994734937149         -25004.97998975082        -45.37589800497823        01 Jan 2026 05:59:00.000   14293.28213199716         5135.261268432219         -21792.80854648208        01 Jan 2026 05:59:00.000   -8946.004992172417        25004.96843952166         45.39951122134761         01 Jan 2026 05:59:00.000   -14293.26368300107        -5135.268227160948        21792.8015057441          
01 Jan 2026 06:00:00.000   26129.9501560122          -4738.414369700532        -269.6792257988444        01 Jan 2026 06:00:00.000   2516.223965043835         15027.91793938246         -21757.79257191237        01 Jan 2026 06:00:00.000   -26129.95572217423        4738.445973119369         269.651852126142          01 Jan 2026 06:00:00.000   -2516.310390562324        -15027.92631305436        21757.81715222038         01 Jan 2026 06:00:00.000   17168.32370285105         20260.3414087318          -236.1771681503754        01 Jan 2026 06:00:00.000   -11775.60384703564        9745.042002656663         -21724.53955824571        01 Jan 2026 06:00:00.000   -17168.30170673893        -20260.34517425077        236.2103629604092         01 Jan 2026 06:00:00.000   11775.60018229891         -9745.03766327751         21724.54158981201         01 Jan 2026 06:00:00.000   -8962.28162248105         24998.49307809155         -169.2804988759312        01 Jan 2026 06:00:00.000   -14346.28766412091        -5273.231323085462        -21724.8810502211         01 Jan 2026 06:00:00.000   8962.261981074411         -24998.51052107222        169.2719467874611         01 Jan 2026 06:00:00.000   14346.29453025846         5273.227515814037         21724.88410735381         01 Jan 2026 06:00:00.000   -26130.75731061278        4738.248488338008         -135.2232528395828        01 Jan 2026 06:00:00.000   -2624.935414318473        -15008.95123847913        -21758.1543238776         01 Jan 2026 06:00:00.000   26130.74533298376         -4738.202015720763        135.2800036122338         01 Jan 2026 06:00:00.000   2624.8986276819           15008.94726117011         21758.1485593138          01 Jan 2026 06:00:00.000   -17168.84789955965        -20260.33223735033        -168.6244650896455        01 Jan 2026 06:00:00.000   11666.57153774604         -9726.470828538522        -21791.69586252743        01 Jan 2026 06:00:00.000   17168.87130348328         20260.32660162364         168.5894355865121         01 Jan 2026 06:00:00.000   -11666.59970143343        9726.444069167659         21791.68622047975         01 Jan 2026 06:00:00.000   8961.397883749905         -24998.39191513523        -236.0880413513333        01 Jan 2026 06:00:00.000   14237.81402435549         5291.674318598656         -21791.69759896685        01 Jan 2026 06:00:00.000   -8961.40816989857         24998.38017410997         236.1117075103912         01 Jan 2026 06:00:00.000   -14237.7955509973         -5291.681396174556        21791.69037269797         
01 Jan 2026 06:01:00.000   26130.43183577831         -4721.067665139445        -460.0762745395148        01 Jan 2026 06:01:00.000   2353.378219000093         15058.73317654693         -21754.7090686965         01 Jan 2026 06:01:00.000   -26130.43751566429        4721.099478549457         460.0488944167912         01 Jan 2026 06:01:00.000   -2353.46497479342         -15058.74159692001        21754.73428112213         01 Jan 2026 06:01:00.000   17153.37840200006         20269.88787700818         -426.2840433674394        01 Jan 2026 06:01:00.000   -11883.4831942609         9619.500107038068         -21721.7506291988         01 Jan 2026 06:01:00.000   -17153.35614330738        -20269.89157877256        426.3172811074585         01 Jan 2026 06:01:00.000   11883.47957745108         -9619.495719612141        21721.75260872559         01 Jan 2026 06:01:00.000   -8978.183645983114        24990.77508401418         -359.3936995173654        01 Jan 2026 06:01:00.000   -14291.2760528357         -5429.350908730135        -21722.6839133863         01 Jan 2026 06:01:00.000   8978.163933548663         -24990.7926190377         359.3850753823739         01 Jan 2026 06:01:00.000   14291.2828856879          5429.347073337134         21722.68703748266         01 Jan 2026 06:01:00.000   -26132.18692648325        4721.07408520657          -325.6300522502792        01 Jan 2026 06:01:00.000   -2461.994264423696        -15039.29252581593        -21756.250287033          01 Jan 2026 06:01:00.000   26132.17465027286         -4721.027335101249        325.6868771763495         01 Jan 2026 06:01:00.000   2461.957372695652         15039.28844716276         21756.2443217267          01 Jan 2026 06:01:00.000   -17154.84956542051        -20269.70305724731        -359.3221270226742        01 Jan 2026 06:01:00.000   11774.54549832844         -9600.455574807824        -21789.5036301823         01 Jan 2026 06:01:00.000   17154.87319714709         20269.69750825444         359.2870517915599         01 Jan 2026 06:01:00.000   -11774.57372821134        9600.428839108488         21789.49379212228         01 Jan 2026 06:01:00.000   8976.349316673646         -24990.49984565836        -426.7820902150632        01 Jan 2026 06:01:00.000   14182.89814081036         5448.266587172589         -21788.91832513085        01 Jan 2026 06:01:00.000   -8976.359632915166        24990.48791282962         426.8058071791019         01 Jan 2026 06:01:00.000   -14182.87964378966        -5448.273782676738        21788.91091209483         
01 Jan 2026 06:02:00.000   26129.564693222           -4703.447939929461        -650.4380669283953        01 Jan 2026 06:02:00.000   2190.669478712896         15090.10837037591         -21749.95998417427        01 Jan 2026 06:02:00.000   -26129.57048625761        4703.479963296082         650.4106825426924         01 Jan 2026 06:02:00.000   -2190.756560386806        -15090.11683847325        21749.98583348338         01 Jan 2026 06:02:00.000   17137.52623394027         20278.40408432102         -616.3582539273186        01 Jan 2026 06:02:00.000   -11991.7772411037         9494.351854724053         -21717.29869377042        01 Jan 2026 06:02:00.000   -17137.50371113001        -20278.40772241025        616.3915315441441         01 Jan 2026 06:02:00.000   11991.77367235894         -9494.347418854517        21717.30062032214         01 Jan 2026 06:02:00.000   -8993.64285456885         24981.75791128251         -549.47936103564          01 Jan 2026 06:02:00.000   -14236.81097097055        -5585.637833004451        -21718.82372553014        01 Jan 2026 06:02:00.000   8993.62307154273          -24981.77553919886        549.4706652489217         01 Jan 2026 06:02:00.000   14236.81776984138         5585.63396956196          21718.82691646213         01 Jan 2026 06:02:00.000   -26132.26602303417        4703.634937903734         -516.0118983144316        01 Jan 2026 06:02:00.000   -2299.179747915594        -15070.19577341646        -21752.68057169077        01 Jan 2026 06:02:00.000   26132.25344775934         -4703.587909218611        516.0687931114001         01 Jan 2026 06:02:00.000   2299.142752359076         15070.19159265793         21752.67440456415         01 Jan 2026 06:02:00.000   -17139.94268636448        -20278.03531608417        -549.9922510096683        01 Jan 2026 06:02:00.000   11882.94455620616         -9474.835934087801        -21785.64322658105        01 Jan 2026 06:02:00.000   17139.96654753821         20278.02985411491         549.9571323638321         01 Jan 2026 06:02:00.000   -11882.97285000624        9474.809223943368         21785.63319241543         01 Jan 2026 06:02:00.000   8990.859600323331         -24981.30032883441        -617.4434311559984        01 Jan 2026 06:02:00.000   14128.5391411005          5605.024232867278         -21784.47093738599        01 Jan 2026 06:02:00.000   -8990.86994785069         24981.28820322563         617.4671967683171         01 Jan 2026 06:02:00.000   -14128.52062110658        -5605.031545357871        21784.46333635592         
01 Jan 2026 06:03:00.000   26127.35121482347         -4685.544414615686        -840.7500155102867        01 Jan 2026 06:03:00.000   2028.111971082749         15122.04045841909         -21743.54568159502        01 Jan 2026 06:03:00.000   -26127.35712041247        4685.576647884406         840.7226290464962         01 Jan 2026 06:03:00.000   -2028.19937418483         -15122.04897530303        21743.57217250261         01 Jan 2026 06:03:00.000   17120.7591270695          20285.89751211077         -806.3852340885395        01 Jan 2026 06:03:00.000   -12100.47627945403        9369.608015953334         -21711.18409288223        01 Jan 2026 06:03:00.000   -17120.73633863989        -20285.90108663585        806.4185484946821         01 Jan 2026 06:03:00.000   12100.47275889183         -9369.603531247609        21711.18596551062         01 Jan 2026 06:03:00.000   -9008.669742763259        24971.43824935105         -739.5229164135939        01 Jan 2026 06:03:00.000   -14182.89694884646        -5742.07832256857         -21713.30078204803        01 Jan 2026 06:03:00.000   9008.649889587041         -24971.4559710147         739.5141493963705         01 Jan 2026 06:03:00.000   14182.90371305331         5742.07443114509          21713.30403969185         01 Jan 2026 06:03:00.000   -26130.99695990474        4685.920241251825         -706.3542015991446        01 Jan 2026 06:03:00.000   -2136.50611559311         -15101.65803666965        -21747.44545088741        01 Jan 2026 06:03:00.000   26130.98408512434         -4685.872932913376        706.4111619666319         01 Jan 2026 06:03:00.000   2136.469017480998         15101.65375304696         21747.43908088259         01 Jan 2026 06:03:00.000   -17124.11906420096        -20285.33652133036        -740.6202253512301        01 Jan 2026 06:03:00.000   11991.75897950988         -9349.622794301808        -21780.11494710333        01 Jan 2026 06:03:00.000   17124.14315645847         20285.33114665672         740.5850656392157         01 Jan 2026 06:03:00.000   -11991.78733493796        9349.596111597501         21780.10471677639         01 Jan 2026 06:03:00.000   9004.939356189514         -24970.79008012479        -808.0574532508474        01 Jan 2026 06:03:00.000   14074.7415316068          5761.933364773475         -21778.3557757641         01 Jan 2026 06:03:00.000   -9004.949736208851        24970.7777607907          808.0812653361966         01 Jan 2026 06:03:00.000   -14074.72298931853        -5761.940793285925        21778.34798552259         
01 Jan 2026 06:04:00.000   26123.7940586951          -4667.34634858213         -1030.997536658492        01 Jan 2026 06:04:00.000   1865.719886845292         15154.52622186352         -21735.46665161954        01 Jan 2026 06:04:00.000   -26123.80007621974        4667.378791678331         1030.970150299004         01 Jan 2026 06:04:00.000   -1865.807606865872        -15154.53478863624        21735.49378878888         01 Jan 2026 06:04:00.000   17103.06912847154         20292.37577078979         -996.3504217299277        01 Jan 2026 06:04:00.000   -12209.57048413774        9245.279252248743         -21703.40729466414        01 Jan 2026 06:04:00.000   -17103.04607295687        -20292.37928189351        996.3837698043693         01 Jan 2026 06:04:00.000   12209.5670118547          -9245.27471831878         21703.40911240865         01 Jan 2026 06:04:00.000   -9023.274858212186        24959.81295470419         -929.5098018654606        01 Jan 2026 06:04:00.000   -14129.5383643631         -5898.658556265893        -21706.1155055456         01 Jan 2026 06:04:00.000   9023.2549353328           -24959.83077097359        929.5009640656259         01 Jan 2026 06:04:00.000   14129.54509323687         5898.654636926517         21706.11882978207         01 Jan 2026 06:04:00.000   -26128.3822687103         4667.919227331194         -896.6423757080379        01 Jan 2026 06:04:00.000   -1973.987583712307        -15133.67621426334        -21740.54532508101        01 Jan 2026 06:04:00.000   26128.36909402496         -4667.871638284549        896.699397328358          01 Jan 2026 06:04:00.000   1973.950384327023         15133.67182702013         21740.5387511602          01 Jan 2026 06:04:00.000   -17107.37061976618        -20291.61431101393        -931.1914415848526        01 Jan 2026 06:04:00.000   12100.97891767862         -9224.826934326213        -21772.91921473199        01 Jan 2026 06:04:00.000   17107.39494473591         20291.60902388972         931.1562431905085         01 Jan 2026 06:04:00.000   -12101.00733243528        9224.800280948666         21772.90878822587         01 Jan 2026 06:04:00.000   9018.599258546763         -24958.96598360057        -998.6095492151682        01 Jan 2026 06:04:00.000   14021.50966467126         5918.980044494933         -21770.5733078913         01 Jan 2026 06:04:00.000   -9018.609672277016        24958.95346962772         998.6334055802026         01 Jan 2026 06:04:00.000   -14021.49110075698        -5918.987588041978        21770.56532723057         
01 Jan 2026 06:05:00.000   26118.89605407913         -4648.84304216989         -1221.166051694457        01 Jan 2026 06:05:00.000   1703.507378393285         15187.56228604415         -21725.72351228282        01 Jan 2026 06:05:00.000   -26118.90218290065        4648.875694998711         1221.13866761882          01 Jan 2026 06:05:00.000   -1703.595410766344        -15187.57090384821        21725.75130032442         01 Jan 2026 06:05:00.000   17084.44840549624         20297.84659825874         -1186.239259468737        01 Jan 2026 06:05:00.000   -12319.04991443738        9121.376114789753         -21693.96889441846        01 Jan 2026 06:05:00.000   -17084.4250814676         -20297.85004611591        1186.272638057732         01 Jan 2026 06:05:00.000   12319.04649050897         -9121.371531252258        21693.97065630668         01 Jan 2026 06:05:00.000   -9037.46879961052         24946.87905149303         -1119.425457955271        01 Jan 2026 06:05:00.000   -14076.7394423395         -6055.364667250501        -21697.26844580635        01 Jan 2026 06:05:00.000   9037.448807480199         -24946.89696323012        1119.416549847623         01 Jan 2026 06:05:00.000   14076.74613522467         6055.360720057084         21697.27183652135         01 Jan 2026 06:05:00.000   -26124.42465256118        4649.621167603096         -1086.861838401251        01 Jan 2026 06:05:00.000   -1811.638331803918        -15166.24704867381        -21731.98072212074        01 Jan 2026 06:05:00.000   26124.4111776131          -4649.573296812483        1086.918916939956         01 Jan 2026 06:05:00.000   1811.601032437083         15166.2425570561          21731.97394326642         01 Jan 2026 06:05:00.000   -17089.68939452436        -20296.87645223314        -1121.691295606662        01 Jan 2026 06:05:00.000   12210.59440298489         -9100.459022341971        -21764.05658002081        01 Jan 2026 06:05:00.000   17089.71395382583         20296.87125289355         1121.656060949145         01 Jan 2026 06:05:00.000   -12210.62287476108        9100.432400178814         21764.04595735576         01 Jan 2026 06:05:00.000   9031.850032360726         -24945.82509257455        -1189.085116525001        01 Jan 2026 06:05:00.000   13968.84773794209         6076.150288296709         -21761.12412895241        01 Jan 2026 06:05:00.000   -9031.860481033247        24945.81238308182         1189.109014958739         01 Jan 2026 06:05:00.000   -13968.82915305947        -6076.157945868522        21761.1159566745          
01 Jan 2026 06:06:00.000   26112.66020081884         -4630.023838778196        -1411.240988007033        01 Jan 2026 06:06:00.000   1541.488557599406         15221.14512098281         -21714.31700894703        01 Jan 2026 06:06:00.000   -26112.66644027775        4630.056701224377         1411.21360839162          01 Jan 2026 06:06:00.000   -1541.576897703497        -15221.15379100177        21714.34545241776         01 Jan 2026 06:06:00.000   17064.88924731165         20302.31785840838         -1376.037195778379        01 Jan 2026 06:06:00.000   -12428.90451563731        8997.909042799785         -21682.86961457455        01 Jan 2026 06:06:00.000   -17064.86565337767        -20302.32124322602        1376.070601696272         01 Jan 2026 06:06:00.000   12428.90114011767         -8997.904409276498        21682.87131962265         01 Jan 2026 06:06:00.000   -9051.262214631777        24932.63373214069         -1309.255330714882        01 Jan 2026 06:06:00.000   -14024.50425387982        -6212.182745128282        -21686.76027974998        01 Jan 2026 06:06:00.000   9051.242153707979         -24932.65174021033        1309.246352801342         01 Jan 2026 06:06:00.000   14024.51091013452         6212.178770139652         21686.76373683478         01 Jan 2026 06:06:00.000   -26119.12698555489        4631.015375015701         -1276.998012715128        01 Jan 2026 06:06:00.000   -1649.472500491443        -15199.36712668401        -21721.75229720678        01 Jan 2026 06:06:00.000   26119.11321002765         -4630.967221464891        1277.055143821545         01 Jan 2026 06:06:00.000   1649.43510244353          15199.3625299402          21721.74531242185         01 Jan 2026 06:06:00.000   -17071.06755214077        -20301.13083965317        -1312.105188792868        01 Jan 2026 06:06:00.000   12320.59535208453         -8976.529614201174        -21753.52772105271        01 Jan 2026 06:06:00.000   17071.09234738394         20301.1257283144          1312.069920326622         01 Jan 2026 06:06:00.000   -12320.62387856222        8976.503025140577         21753.51690228732         01 Jan 2026 06:06:00.000   9044.702451196625         -24931.36463020147        -1379.469558538167        01 Jan 2026 06:06:00.000   13916.7597937442          6233.430069267139         -21750.00896164588        01 Jan 2026 06:06:00.000   -9044.712936054797        24931.35172434056         1379.493496812463         01 Jan 2026 06:06:00.000   -13916.74118854013        -6233.437839831447        21750.00059656278         
01 Jan 2026 06:07:00.000   26105.08966879793         -4610.87812697661         -1601.207780171256        01 Jan 2026 06:07:00.000   1379.677493656912         15255.27104195395         -21701.24801424483        01 Jan 2026 06:07:00.000   -26105.09601821457        4610.911198904362         1601.180407188945         01 Jan 2026 06:07:00.000   -1379.7661368161          -15255.27976541285        21701.27711764701         01 Jan 2026 06:07:00.000   17044.38406645008         20305.79753958856         -1565.729686105698        01 Jan 2026 06:07:00.000   -12539.12412058289        8874.888361962227         -21670.11030463367        01 Jan 2026 06:07:00.000   -17044.3602012577         -20305.80086160611        1565.76311613576          01 Jan 2026 06:07:00.000   12539.12079350456         -8874.883678080143        21670.11195184679         01 Jan 2026 06:07:00.000   -9064.665797832002        24917.07435792606         -1498.984872761585        01 Jan 2026 06:07:00.000   -13972.83671577077        -6369.098838096141        -21674.59181138074        01 Jan 2026 06:07:00.000   9064.645668577339         -24917.09246319554        1498.975825571402         01 Jan 2026 06:07:00.000   13972.84333476685         6369.094835368295         21674.59533473237         01 Jan 2026 06:07:00.000   -26112.4923122366         4612.091206121541         -1467.03632808149         01 Jan 2026 06:07:00.000   -1487.504189326831        -15233.03287992839        -21709.86083284048        01 Jan 2026 06:07:00.000   26112.47823585499         -4612.042768814293        1467.093507389254         01 Jan 2026 06:07:00.000   1487.466693906815         15233.0281773092          21709.85364114834         01 Jan 2026 06:07:00.000   -17051.49738004881        -20304.3854939699         -1502.418529120772        01 Jan 2026 06:07:00.000   12430.97156758081         -8853.049151822233        -21741.33344338809        01 Jan 2026 06:07:00.000   17051.5224128334          20304.38047082872         1502.383229335497         01 Jan 2026 06:07:00.000   -12431.00014643361        8853.022597752484         21741.32242861958         01 Jan 2026 06:07:00.000   9057.167335102165         -24915.58199005646        -1569.748285615102        01 Jan 2026 06:07:00.000   13865.24971848161         6390.805319477778         -21737.22865612886        01 Jan 2026 06:07:00.000   -9057.177857401017        24915.56888701239         1569.772261485117         01 Jan 2026 06:07:00.000   -13865.23109359212        -6390.813201979987        21737.22009706265         
01 Jan 2026 06:08:00.000   26096.18779735553         -4591.395342589723        -1791.051871066565        01 Jan 2026 06:08:00.000   1218.088210916216         15289.93621007934         -21686.51752801304        01 Jan 2026 06:08:00.000   -26096.19425603041        4591.428623842579         1791.024506886432         01 Jan 2026 06:08:00.000   -1218.177152401022        -15289.94498824529        21686.54729579351         01 Jan 2026 06:08:00.000   17022.92540031825         20308.29375306969         -1755.302193987755        01 Jan 2026 06:08:00.000   -12649.69845126675        8752.324282847274         -21655.69194110416        01 Jan 2026 06:08:00.000   -17022.90126255343        -20308.29701255913        1755.335644883038         01 Jan 2026 06:08:00.000   12649.69517264052         -8752.319548238875        21655.69352947694         01 Jan 2026 06:08:00.000   -9077.690288565056        24900.19845953263         -1688.599544415242        01 Jan 2026 06:08:00.000   -13921.74058990211        -6526.098955099414        -21660.76397172625        01 Jan 2026 06:08:00.000   9077.670091447246         -24900.21666287108        1688.590428505191         01 Jan 2026 06:08:00.000   13921.74717102518         6526.094924685723         21660.76756124791         01 Jan 2026 06:08:00.000   -26104.52384703503        4592.838063167708         -1656.962221446402        01 Jan 2026 06:08:00.000   -1325.7474546218          -15267.24058546693        -21696.30723876481        01 Jan 2026 06:08:00.000   26104.50946956478         -4592.789341128206        1657.01944457398          01 Jan 2026 06:08:00.000   1325.709863146814         15267.23577622542         21696.29983920953         01 Jan 2026 06:08:00.000   -17030.97129098092        -20306.6485603657         -1692.616732289216        01 Jan 2026 06:08:00.000   12541.71273961601         -8730.027961596055        -21727.4746800036         01 Jan 2026 06:08:00.000   17030.99656289567         20306.64362559902         1692.58140370981          01 Jan 2026 06:08:00.000   -12541.74136850982        8730.001444405108         21727.46346936796         01 Jan 2026 06:08:00.000   9069.255548501889         -24898.47473667828        -1759.906716239092        01 Jan 2026 06:08:00.000   13814.32124206319         6548.261932161482         -21722.78418995269        01 Jan 2026 06:08:00.000   -9069.266109507673        24898.46143566983         1759.93072744378          01 Jan 2026 06:08:00.000   -13814.30259811332        -6548.269925524811        21722.77543573569         
